id,price
0,707.6159395355353
1,1126.8937448417419
2,903.1252224127638
3,4661.19259726342
4,4200.9553035088065
5,6399.954476698831
6,3480.3977813969104
7,583.3007754916798
8,912.6086048509569
9,688.4117613536837
10,6061.015521740113
11,707.280804073027
12,3387.0465977517015
13,10462.225397227265
14,4440.687543787259
15,6095.748021524436
16,5258.021345999745
17,751.1474079494983
18,9651.203097254991
19,6410.973263536913
20,954.0560216642916
21,2487.5041591356458
22,2043.7579858283098
23,18.03073088309975
24,3026.5989068707568
25,9875.385534948877
26,2806.611327362305
27,3201.4499181641404
28,1987.2464935120079
29,1455.9048511647816
30,1123.5937103947072
31,5291.7820270643915
32,426.2787539537603
33,6466.518981115099
34,3176.273285193125
35,1472.105625453627
36,4420.4299731503415
37,2873.9369143825097
38,8881.633092291657
39,1866.6219598264252
40,478.9416515497978
41,4390.290686036438
42,5223.385099783485
43,1866.8152499286844
44,1173.4092737143146
45,5224.010924794218
46,1753.8927438137143
47,998.1025132144314
48,3198.8896091183233
49,541.4253684264113
50,1623.008023562652
51,5264.898355023946
52,1385.25791014493
53,4228.4425464319465
54,3141.1865749864737
55,8782.043618046975
56,2024.9335570162912
57,5349.225799983942
58,5351.939752688848
59,721.2759784418158
60,4404.03786347821
61,3159.4128176328522
62,11828.786214861599
63,-336.9168659700481
64,448.506657761136
65,6440.3903394668305
66,2483.960223299382
67,4215.909818047941
68,3062.0741804965874
69,2693.1786955414645
70,1731.4697044360692
71,411.0619291664334
72,6087.673038792418
73,89.06844977449873
74,641.8132569666595
75,5049.301235879226
76,303.96823741824846
77,1987.0494743057243
78,3501.987609197582
79,883.9339288190931
80,5534.265872244561
81,5441.848752742069
82,2061.965565704031
83,654.2022342133059
84,9556.129989555511
85,1434.0594209147275
86,5335.543655805675
87,178.68353463536187
88,569.1380238231359
89,197.74110522271076
90,5796.927559716547
91,7602.233242750794
92,1204.2354681821416
93,8514.504441833209
94,3151.785624576747
95,11269.76647707375
96,1052.2839220118985
97,5197.665958750986
98,4405.494862019157
99,5819.049556566522
100,3164.2596640664087
101,1079.9368670113472
102,15558.163647536549
103,780.9378944347955
104,388.2121407548366
105,9505.66176347435
106,388.5507916789102
107,5404.5746504830095
108,14246.178824910718
109,1669.392609990231
110,327.9250608928851
111,1971.5465427947056
112,5009.642462299473
113,797.362292103051
114,13906.21905209577
115,425.6320321980238
116,10110.630458334712
117,653.2019444532561
118,9573.460405088688
119,606.3508679290062
120,17236.25389726021
121,3094.598686912006
122,-115.61159712631706
123,14048.943840193391
124,6234.086013162694
125,3266.0920838900456
126,3092.3761937934905
127,405.21054302427365
128,7257.759263549076
129,5271.994298749145
130,4473.577036250706
131,6021.477629783327
132,1447.8113982408577
133,2306.7717671077917
134,9881.280955825
135,7175.227885384711
136,5798.801279160411
137,1025.7337595763565
138,7324.304725514165
139,2083.7710699269373
140,4750.324330924555
141,3638.9360183110803
142,5393.81875111149
143,5382.500048899918
144,434.4075381726507
145,9474.437706801855
146,13896.052364692729
147,176.68720205969294
148,5527.510848314661
149,3327.9417333702404
150,8955.347828645592
151,3229.7353828040978
152,732.0663364614229
153,5340.9222451321075
154,353.77548580518123
155,4007.861568068787
156,4724.902476831383
157,4136.920530251828
158,1315.430190687548
159,787.0195985861392
160,2792.3921118702347
161,731.2416030536915
162,1797.6197650508584
163,561.795286143195
164,10584.640088798078
165,1064.4888460132424
166,2638.5410659703703
167,4313.361631783868
168,3146.371429926079
169,245.36348719801754
170,331.9465315006855
171,8125.925987254081
172,3147.8756716067473
173,7235.846691312105
174,1970.4716819309724
175,8911.234469060088
176,5117.113597078509
177,1644.77325885959
178,4679.577727737815
179,7017.712620720944
180,2616.203688126672
181,2024.7948852695554
182,1202.4843706958964
183,2267.0434692548224
184,5362.385537704944
185,2973.929314644949
186,739.1506855759471
187,5051.076476684213
188,532.101071949688
189,5902.332072860187
190,2272.414727088155
191,517.7500226420052
192,2916.179042928081
193,4001.678225632335
194,1991.009339770826
195,232.51641109643242
196,554.9251802497747
197,9929.823275541257
198,895.8476756781965
199,1034.0930051057803
200,414.3698125337214
201,519.6103639357207
202,677.8876950562517
203,5542.04535157672
204,4635.542673914715
205,6061.541104094482
206,9742.908231509382
207,3146.579301228474
208,3165.908480849517
209,5158.235757291059
210,-184.4291781023312
211,601.2614613161095
212,3846.841582378507
213,631.838905232944
214,1537.5794494459042
215,5773.162888571544
216,7445.453434815965
217,15529.47854836649
218,5969.819908759211
219,4537.9511906119515
220,606.2081820172825
221,3269.5454205613605
222,482.6038378216326
223,522.1617156308421
224,7271.402907960321
225,1379.7902367184506
226,1507.6052349769598
227,484.0040477683542
228,170.56583274144214
229,2495.3977690871434
230,7084.560611041063
231,3341.3841955541575
232,1343.7224877039334
233,954.1499306476508
234,2053.885634231603
235,1301.0682948384565
236,5482.666726233338
237,4459.560083426775
238,6112.245799897519
239,644.3471544180975
240,6123.944601739535
241,3062.0857751072654
242,9367.82940411781
243,918.4026357989605
244,3245.9342623475277
245,1365.6783584204568
246,594.441690725409
247,937.7492641089848
248,345.5235948925183
249,1889.1106129570471
250,4954.032724730507
251,6573.97140932306
252,575.1464578799932
253,969.2332626575117
254,8103.115444205905
255,4200.371753375406
256,661.9083377997413
257,6871.281813022084
258,5543.861634453629
259,6145.527337101783
260,304.03481885090514
261,4319.961695123235
262,5761.085334381558
263,1103.1459529279346
264,4931.266003719971
265,1741.7163076215038
266,639.9040573717757
267,930.2365939261617
268,842.8071175782352
269,3254.4154985259593
270,4555.741795077454
271,520.749182141164
272,3529.349365945378
273,5272.233980743493
274,5622.3445312026
275,2198.4531266984377
276,9864.276555580307
277,1298.0207456011412
278,5177.662948942947
279,3093.7314019221594
280,2398.2329861365324
281,14291.591183491018
282,1291.397268288547
283,7280.906007363108
284,7246.784535127799
285,4308.488181177185
286,5180.260142594345
287,3206.0550445565823
288,7557.479964443795
289,342.9459749043781
290,2689.3339279621323
291,7390.378768164141
292,2074.961891619201
293,10010.48282345247
294,746.8256153337425
295,3023.3477307248904
296,2014.9288664507185
297,1126.349342034846
298,7249.923772330314
299,8173.223822529886
300,3272.759712101655
301,1777.0745267653074
302,4021.483600770014
303,6933.574594999569
304,5510.193148991633
305,596.9082646428724
306,3233.0766026243946
307,752.8026453331149
308,5239.628531305687
309,5396.097851354891
310,1913.1219347554434
311,1553.178883477569
312,1045.6972931965174
313,168.55841784080621
314,15599.129407677903
315,5259.695322049836
316,5170.04675128431
317,1421.2593466146063
318,497.1284109895787
